MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
4,3,109,8724,1,1,3,3,0,4,0,19,2,2,0,2,5,5,1968,1968,1,1,11,13,2,0,3,3,1,2,4,3,1,492,6,0,402,894,1,2,1,4,894,0,0,894,0,0,1,0,3,1,3,5,6,1,4,1,1968,0,2,450,4,4,2,0,0,0,0,0,0,3,4,1,0,8,2007,8,4,129000
14,3,60,12900,1,1,3,3,0,4,0,19,1,2,2,6,4,4,1969,1969,1,1,8,10,2,0,3,3,1,2,4,0,2,1198,6,0,0,1198,1,4,1,4,1258,0,0,1258,2,0,0,2,0,2,3,6,6,0,3,4,1969,2,2,400,1,4,2,120,0,0,0,0,0,3,4,1,0,4,2008,8,2,108959
12,3,0,16157,1,1,0,3,0,2,0,24,1,2,0,7,5,7,1978,1978,1,1,8,10,2,0,3,3,2,2,4,1,0,680,5,391,289,1360,1,0,1,4,1432,0,0,1432,1,0,1,1,2,1,2,5,6,1,5,1,1978,2,2,588,4,4,2,168,180,0,0,0,0,3,4,1,0,6,2007,8,4,194000
4,3,79,9541,1,1,0,3,0,4,0,16,2,2,0,2,7,5,2009,2009,1,1,11,13,3,268,2,3,2,2,4,3,6,0,6,0,1502,1502,1,0,1,4,1502,0,0,1502,0,0,2,0,3,1,2,7,6,0,3,1,2009,1,2,644,4,4,2,0,114,0,0,0,0,3,4,1,0,11,2009,6,5,233170
4,3,64,10475,1,1,0,3,0,0,0,5,2,2,0,2,8,5,2008,2008,1,1,11,13,3,72,2,3,2,2,4,0,6,0,6,0,1694,1694,1,0,1,4,1694,0,0,1694,0,0,2,0,3,1,2,7,6,0,3,1,2008,1,3,776,4,4,2,160,33,0,0,0,0,3,4,1,0,3,2010,8,4,245350
9,3,58,10852,1,1,0,3,0,4,0,8,6,2,0,5,6,5,2000,2000,1,1,11,13,2,0,3,3,2,2,4,3,2,786,6,0,173,959,1,0,1,4,959,712,0,1671,1,0,2,1,3,1,3,7,6,1,5,1,2000,0,2,472,4,4,2,0,38,0,0,0,0,3,4,1,0,3,2006,8,4,173000
10,3,120,13728,1,1,3,3,0,0,0,7,2,2,0,5,6,7,1935,1986,3,1,10,12,2,0,3,3,1,4,4,3,5,626,6,0,501,1127,1,0,1,4,1236,872,0,2108,0,0,2,0,4,1,2,7,6,2,5,2,1935,2,2,540,4,4,2,0,0,0,0,90,0,3,4,1,0,5,2008,8,4,235000
9,3,118,35760,1,1,0,3,0,1,0,15,2,2,0,5,10,5,1995,1996,3,1,5,6,1,1378,2,2,2,0,4,1,2,1387,6,0,543,1930,1,0,1,4,1831,1796,0,3627,1,0,3,1,4,1,2,10,6,1,5,1,1995,0,3,807,4,4,2,361,76,0,0,0,0,3,4,1,0,5,2006,8,4,625000
12,3,76,9880,1,1,3,3,0,4,0,11,2,2,0,7,6,6,1977,1977,1,1,8,10,2,0,3,3,1,4,4,0,0,522,6,0,574,1096,1,4,1,4,1118,0,0,1118,1,0,1,0,3,1,3,6,6,1,4,1,1977,0,1,358,4,4,2,203,0,0,0,0,576,2,0,1,0,5,2008,8,4,171000
4,3,76,9120,1,1,3,3,0,4,0,12,2,2,0,2,6,6,1958,1958,3,1,7,8,2,0,3,3,1,4,4,3,0,662,6,0,599,1261,1,0,1,4,1261,0,0,1261,1,0,1,0,3,1,3,6,6,1,5,1,1958,1,2,433,4,4,2,0,0,0,0,288,0,3,4,3,1400,9,2008,8,4,163000
1,1,35,4017,1,2,0,3,0,4,0,21,2,2,4,5,7,5,2006,2007,1,1,7,8,2,0,2,3,2,2,4,3,6,0,6,0,625,625,1,0,1,4,625,625,0,1250,0,0,2,1,2,1,2,5,6,0,3,5,2006,0,2,625,4,4,2,0,54,0,0,0,0,3,4,1,0,7,2008,8,4,171900
10,3,80,16560,1,1,0,3,0,4,0,6,2,2,0,5,6,8,1932,1950,1,1,12,14,2,0,3,3,0,2,4,3,5,503,6,0,449,952,1,4,1,4,1170,1175,0,2345,0,0,2,1,4,1,3,9,6,1,2,5,1932,2,2,360,4,4,2,0,0,0,0,0,0,3,4,1,0,5,2006,8,4,239000
8,3,85,10678,1,1,3,3,0,4,0,15,2,2,0,0,8,5,1992,2000,3,1,5,6,1,337,2,3,2,2,4,3,2,700,6,0,983,1683,1,0,1,4,2129,743,0,2872,0,0,2,1,4,1,2,9,6,1,5,1,1992,0,2,541,4,4,2,0,33,0,0,0,0,3,4,1,0,0,2007,8,4,285000
4,3,37,6951,1,1,0,3,0,1,0,11,2,2,0,2,5,5,1984,1985,1,1,5,10,2,0,3,3,1,4,4,3,0,658,6,0,218,876,1,4,1,4,923,0,0,923,1,0,1,0,3,1,3,5,6,0,3,1,1984,2,1,264,4,4,2,362,0,0,0,0,0,3,2,1,0,10,2008,8,4,119500
8,4,0,3950,1,0,3,0,0,4,0,17,0,2,0,0,6,8,1926,2004,1,1,7,8,2,0,3,3,1,4,4,3,5,468,6,0,350,818,1,4,1,4,818,406,0,1224,0,0,1,0,3,1,3,5,6,0,3,5,1926,2,1,210,4,4,0,0,0,116,0,0,0,3,4,1,0,2,2009,8,4,115000
8,3,54,7681,1,1,0,3,0,2,0,6,2,2,0,0,5,6,1921,1950,1,1,12,14,2,0,3,3,0,4,4,3,6,0,6,0,731,731,1,0,1,4,820,523,0,1343,0,0,1,1,3,1,3,7,6,1,2,5,1921,2,1,186,1,4,2,192,0,102,0,0,0,3,4,1,0,5,2009,8,4,154900
9,3,0,11170,1,1,1,3,0,0,0,23,2,2,0,5,7,5,1990,1991,1,1,7,8,2,0,3,3,5,2,4,3,3,1216,6,0,0,1216,1,0,1,4,1298,1216,0,2514,0,0,2,1,4,1,3,8,6,0,3,1,1990,0,2,693,4,4,2,0,0,0,0,0,0,3,0,1,0,0,2006,8,4,250000
0,4,64,5587,1,1,0,1,0,4,1,6,2,2,4,2,8,5,2008,2008,3,1,4,5,3,186,0,3,2,0,4,1,2,1480,6,0,120,1600,1,0,1,4,1652,0,0,1652,1,1,2,0,2,1,2,5,6,1,2,1,2008,0,2,482,4,4,2,162,53,0,153,0,0,3,4,1,0,9,2008,6,5,392500
9,3,160,15623,1,1,0,3,0,0,0,15,2,2,0,5,10,5,1996,1996,3,1,12,7,2,0,2,3,2,0,4,0,2,2096,6,0,300,2396,1,0,1,4,2411,2065,0,4476,1,0,3,1,4,1,0,10,6,2,5,1,1996,0,3,813,4,4,2,171,78,0,0,0,555,0,2,1,0,5,2007,8,0,745000
5,3,60,10800,1,0,3,3,0,4,0,17,2,2,0,2,5,6,1920,1950,3,1,10,12,2,0,3,3,0,4,4,3,5,821,6,0,299,1120,1,0,1,4,1130,0,0,1130,1,0,1,0,2,1,3,5,6,1,2,5,1970,2,2,720,4,4,2,229,0,0,0,0,0,3,4,1,0,6,2006,8,4,120000
4,3,50,35133,0,1,3,3,0,4,1,23,2,2,0,2,5,4,1963,1963,3,1,7,8,1,226,3,3,1,4,4,1,5,1159,6,0,413,1572,1,2,1,4,1572,0,0,1572,1,0,1,1,3,1,3,5,6,2,5,0,1963,1,3,995,4,4,2,0,263,0,0,263,0,3,4,1,0,8,2007,8,4,186700
8,3,60,9738,1,1,3,3,0,4,0,7,2,2,0,0,5,7,1924,1950,1,1,0,0,2,0,3,2,0,4,4,3,1,392,6,0,392,784,1,2,1,4,949,272,0,1221,1,0,1,0,4,1,3,7,6,0,3,1,1965,2,1,392,4,4,2,0,0,236,0,0,0,3,4,1,0,7,2006,8,4,104900
3,3,107,10615,1,1,0,0,0,0,1,17,0,0,1,5,3,5,1900,1970,1,1,5,6,2,0,3,3,1,1,4,2,1,440,6,0,538,978,1,4,1,4,1014,685,0,1699,1,0,2,0,3,2,3,7,6,0,3,4,1920,2,2,420,1,1,2,0,74,0,0,0,0,3,4,1,0,1,2009,8,0,95000
4,3,89,12461,1,1,3,3,0,0,0,15,2,2,0,2,8,5,1994,1995,1,1,6,7,2,0,2,3,2,2,4,3,2,1456,6,0,168,1624,1,0,1,4,1624,0,0,1624,1,0,2,0,2,1,2,5,6,1,1,1,1994,1,3,757,4,4,2,0,114,192,0,0,0,3,0,1,0,5,2006,8,4,262000
9,3,68,8935,1,1,0,3,0,4,0,5,2,2,0,5,7,5,2002,2002,1,1,11,13,1,95,2,3,2,2,4,3,6,0,6,0,831,831,1,0,1,4,831,829,0,1660,0,0,2,1,3,1,2,7,6,0,3,1,2002,1,2,493,4,4,2,144,68,0,0,0,0,3,4,1,0,5,2009,8,4,195000
9,3,60,7500,1,1,3,3,0,4,0,8,2,2,0,5,7,5,1999,1999,1,1,11,13,2,0,3,3,2,4,4,3,6,0,6,0,994,994,1,2,1,4,1028,776,0,1804,0,0,2,1,3,1,2,7,6,1,5,1,1999,0,2,442,4,4,2,140,60,0,0,0,0,3,4,1,0,6,2010,8,4,189000
3,3,0,32463,1,1,3,2,0,4,1,11,2,2,1,2,4,4,1961,1975,1,1,7,8,3,149,3,2,1,4,4,0,1,1159,6,0,90,1249,1,0,1,4,1622,0,0,1622,1,0,1,0,3,1,3,7,6,1,5,0,1975,0,4,1356,4,4,2,439,0,0,0,0,0,3,4,1,0,7,2007,8,4,168000
1,1,24,2645,1,2,3,3,0,4,0,21,2,2,3,5,8,5,1999,2000,1,1,7,8,1,456,2,3,2,2,4,3,6,0,6,0,776,776,1,0,1,4,764,677,0,1441,0,0,2,1,2,1,2,5,6,0,3,5,1999,2,2,492,4,4,2,206,0,0,0,0,0,3,4,1,0,9,2007,8,4,174000
8,4,60,9600,1,0,3,3,0,4,0,17,2,2,0,0,5,8,1925,1994,2,1,11,13,2,0,3,3,2,4,4,2,6,0,6,0,702,702,1,2,1,4,842,630,0,1472,0,0,1,0,3,1,2,6,6,0,3,5,1925,2,1,250,4,1,1,0,0,84,0,0,0,3,1,1,0,5,2007,8,4,125000
0,4,0,4500,1,1,3,3,0,2,0,11,2,2,4,2,6,5,1999,1999,3,1,11,13,1,425,3,3,2,0,4,3,2,883,6,0,341,1224,1,0,1,4,1224,0,0,1224,1,0,2,0,2,1,3,5,6,0,3,1,1999,0,2,402,4,4,2,0,304,0,0,0,0,3,4,1,0,6,2009,8,4,165000
9,3,80,9364,1,1,3,3,0,0,0,19,2,2,0,5,6,7,1969,1969,1,1,5,6,3,143,3,3,1,4,4,3,0,371,6,0,292,663,1,4,1,4,663,689,0,1352,0,0,1,1,4,1,3,7,6,0,3,1,1969,0,1,299,4,4,2,379,36,0,0,0,0,3,2,1,0,7,2010,8,4,158000
9,3,51,8029,1,1,0,3,0,4,0,8,2,2,0,5,6,5,2005,2005,1,1,11,13,2,0,3,3,2,2,4,3,6,0,6,0,728,728,1,0,1,4,728,728,0,1456,0,0,2,1,3,1,2,8,6,0,3,1,2005,0,2,400,4,4,2,100,24,0,0,0,0,3,4,1,0,5,2008,8,4,176000
9,3,58,14054,1,1,0,3,0,4,0,8,2,2,0,5,7,5,2006,2006,1,1,11,13,2,0,2,3,2,2,4,0,6,0,6,0,879,879,1,0,1,4,879,984,0,1863,0,0,2,1,4,1,2,9,6,1,2,3,2006,0,3,660,4,4,2,100,17,0,0,0,0,3,4,1,0,9,2006,6,5,219210
11,4,65,8850,1,1,0,0,0,0,0,17,2,2,0,4,7,6,1916,1950,1,1,7,8,2,0,3,3,0,4,4,3,6,0,6,0,815,815,1,0,1,4,815,875,0,1690,0,0,1,0,3,1,3,7,6,1,2,5,1916,2,1,225,4,4,2,0,0,330,0,0,0,3,4,1,0,5,2006,5,4,144000
4,3,70,9100,1,1,3,3,0,4,0,5,2,2,0,2,7,5,2001,2001,1,1,11,13,2,0,2,3,2,2,4,3,6,0,6,0,1212,1212,1,0,1,4,1212,0,0,1212,0,0,2,0,3,1,2,6,6,0,3,1,2001,1,2,573,4,4,2,356,0,0,0,0,0,3,4,1,0,6,2009,8,4,178000
4,3,75,11235,1,1,3,3,0,4,0,19,2,2,0,2,4,5,1963,1979,1,1,5,6,1,51,3,3,1,4,4,3,5,547,6,0,504,1051,1,2,1,4,1382,0,0,1382,0,0,1,1,3,1,3,6,6,1,4,1,1974,2,2,459,4,4,2,0,82,0,0,0,0,3,4,1,0,10,2006,8,4,148000
4,3,71,9353,1,1,3,3,0,4,0,12,2,2,0,2,4,5,1970,1970,1,1,7,8,2,0,3,3,1,4,4,3,6,0,6,0,864,864,1,2,1,4,864,0,0,864,0,0,1,0,3,1,3,5,6,0,3,1,1972,2,1,280,4,4,2,0,0,0,0,0,0,3,4,3,0,5,2006,7,0,116050
9,3,80,10400,1,1,3,3,0,0,0,5,2,2,0,5,7,5,1998,1998,1,1,11,13,2,0,3,3,2,2,4,0,6,0,6,0,866,866,1,0,1,4,866,913,0,1779,0,0,2,1,3,1,2,6,6,0,3,1,1998,1,2,546,4,4,2,198,36,0,0,0,0,3,4,1,0,7,2009,8,4,197900
8,4,50,6000,1,1,3,3,0,0,0,3,2,2,0,0,5,8,1925,1997,1,1,12,14,2,0,3,3,0,4,4,3,6,0,6,0,884,884,1,0,1,4,884,464,0,1348,1,0,1,0,3,1,3,5,6,1,1,5,1960,2,1,216,4,4,0,0,0,208,0,0,0,3,4,1,0,8,2009,8,4,117000
4,3,75,9750,1,1,3,3,0,4,0,5,2,2,0,2,7,5,2000,2001,1,1,11,13,1,171,2,3,2,2,4,3,6,0,6,0,1630,1630,1,0,1,4,1630,0,0,1630,0,0,2,0,3,1,2,6,6,1,5,1,2000,2,2,451,4,4,2,74,234,0,0,0,0,3,4,1,0,10,2009,8,4,213000
4,3,78,10140,1,1,3,3,0,4,0,14,2,2,0,2,5,6,1975,1975,1,1,5,6,2,0,3,3,1,2,4,3,0,788,6,0,268,1056,1,0,1,4,1074,0,0,1074,1,0,1,1,3,1,3,6,6,0,3,1,1975,1,2,495,4,4,2,0,88,0,0,0,0,3,2,1,0,5,2006,8,4,153500
4,3,90,14684,1,1,0,3,0,1,0,20,2,2,0,2,7,7,1990,1991,3,1,5,6,1,234,2,3,1,2,4,2,0,485,1,177,1496,2158,1,2,1,4,2196,0,0,2196,0,0,2,0,3,1,2,7,6,1,5,1,1990,1,3,701,4,4,2,84,70,0,0,0,0,3,4,1,0,6,2009,8,4,271900
4,2,0,8900,1,1,3,3,0,4,0,20,2,2,0,2,4,4,1966,1966,1,1,5,6,2,0,3,3,1,4,4,3,5,1056,6,0,0,1056,1,4,1,4,1056,0,0,1056,1,0,1,0,2,1,3,5,6,0,3,5,1966,2,1,384,4,4,2,0,42,0,0,0,0,3,2,1,0,9,2006,8,4,107000
4,3,70,9135,1,1,3,3,0,4,0,5,2,2,0,2,6,5,2003,2003,1,1,11,13,1,120,2,3,2,2,4,0,2,340,6,0,1342,1682,1,0,1,4,1700,0,0,1700,1,0,2,0,3,1,2,7,6,0,3,1,2003,1,2,544,4,4,2,192,23,0,0,0,0,3,4,1,0,8,2006,8,4,200000
4,3,70,7763,1,1,3,3,0,4,0,12,2,2,0,2,5,7,1962,1980,1,1,7,8,2,0,3,2,1,4,4,3,5,504,1,108,319,931,1,4,1,4,1283,0,0,1283,1,0,1,0,3,1,3,6,6,0,3,5,1980,2,2,506,4,4,2,0,0,0,0,0,0,3,4,1,0,10,2008,8,4,140000
4,3,85,10182,1,1,0,3,0,1,0,21,8,2,0,2,8,5,2006,2006,3,1,11,13,3,420,2,3,2,0,4,2,2,1220,6,0,440,1660,1,0,1,4,1660,0,0,1660,1,0,2,0,3,1,2,8,6,1,2,1,2006,1,2,500,4,4,2,322,50,0,0,0,0,3,4,1,0,8,2006,6,5,290000
9,3,70,11218,1,1,3,3,0,4,0,20,2,2,0,5,6,5,1992,1992,1,1,12,14,2,0,2,3,2,2,4,3,6,0,6,0,1055,1055,1,0,1,4,1055,790,0,1845,0,0,2,1,3,1,2,8,6,1,5,1,1992,1,2,462,4,4,2,635,104,0,0,0,0,3,0,3,400,8,2010,8,4,189000
8,3,152,12134,1,1,0,0,0,4,1,8,2,2,0,0,8,7,1988,2005,1,1,12,14,2,0,2,3,5,2,4,0,2,427,6,0,132,559,1,2,1,4,1080,672,0,1752,0,0,2,0,4,1,3,8,6,0,3,2,1988,1,2,492,4,4,2,325,12,0,0,0,0,3,4,1,0,6,2010,8,4,164000
5,3,50,9340,1,1,3,3,0,4,0,7,2,2,0,2,4,6,1941,1950,3,1,7,8,2,0,3,3,1,4,4,3,5,344,6,0,328,672,1,4,1,4,672,0,0,672,1,0,1,0,2,1,3,4,6,0,3,1,1941,2,1,234,4,4,0,0,113,0,0,0,0,3,4,1,0,1,2009,8,4,113000
12,3,0,10246,1,1,0,3,0,1,0,19,2,2,0,7,4,9,1965,2001,1,1,11,13,2,0,3,2,1,4,1,0,2,648,6,0,0,648,1,0,1,4,960,0,0,960,1,1,0,0,0,1,3,3,6,0,3,1,1965,2,1,364,4,4,2,88,0,0,0,0,0,3,4,1,0,8,2006,8,4,145000
13,3,69,10205,1,1,0,3,0,4,0,12,2,2,0,6,5,5,1962,1962,1,1,7,8,2,0,3,3,1,4,4,0,1,784,6,0,141,925,1,4,1,4,999,0,0,999,1,0,1,0,3,1,3,6,6,0,3,1,1962,2,1,300,4,4,2,150,72,0,0,0,0,3,4,1,0,8,2006,8,4,134500
4,3,99,7094,1,1,0,3,0,4,0,19,2,2,0,2,5,5,1966,1966,1,1,11,13,2,0,3,3,1,4,4,3,5,180,3,374,340,894,1,4,1,4,894,0,0,894,0,0,1,0,3,1,3,5,6,0,3,5,1966,1,1,384,4,4,2,0,0,0,0,0,0,3,2,1,0,8,2007,8,4,125000
14,4,68,8930,1,1,3,3,0,4,0,19,5,2,2,0,6,5,1978,1978,1,1,11,13,2,0,3,3,3,3,2,3,4,0,4,0,0,0,1,4,1,4,1318,584,0,1902,0,0,2,0,4,2,3,8,6,0,3,1,1978,2,2,539,4,4,2,0,0,0,0,0,0,3,4,1,0,0,2010,8,4,112000
4,1,72,8640,1,1,3,3,0,4,0,21,2,2,0,2,8,5,2009,2009,1,1,4,5,3,72,2,3,2,2,4,2,2,936,6,0,364,1300,1,0,1,4,1314,0,0,1314,1,0,2,0,3,1,2,6,6,0,3,1,2009,1,2,552,4,4,2,135,112,0,0,0,0,3,4,1,0,11,2009,6,5,229456
4,3,66,7800,1,1,0,3,0,4,0,12,2,2,0,2,5,5,1964,1964,1,1,12,14,2,0,3,3,1,4,4,3,5,312,3,600,0,912,1,4,1,4,912,0,0,912,0,0,1,0,2,1,3,5,6,0,3,1,1964,2,1,288,4,4,2,0,0,0,0,0,0,3,4,1,0,9,2006,8,0,115000
4,3,55,8250,1,1,3,3,0,4,0,19,1,2,0,2,5,5,1968,1968,3,1,5,6,2,0,3,3,1,4,4,3,1,250,3,492,210,952,1,0,1,4,1211,0,0,1211,0,0,1,0,3,1,3,5,6,1,5,1,1968,2,1,322,4,4,2,0,63,0,0,0,0,3,4,1,0,1,2008,8,4,134000
8,3,78,10496,1,1,3,3,0,4,0,12,0,2,0,0,6,6,1949,1950,1,1,12,14,1,320,3,3,1,4,4,2,5,196,6,0,844,1040,1,0,1,4,1168,678,0,1846,0,0,2,0,3,1,3,7,6,1,2,1,1949,2,1,315,4,4,2,0,0,0,0,0,0,3,1,1,0,4,2007,8,4,143000
4,3,89,10680,1,1,3,3,0,4,0,12,2,2,0,2,5,3,1951,1951,3,1,12,14,1,44,3,3,1,4,0,3,3,756,6,0,1380,2136,1,4,0,0,2136,0,0,2136,0,0,2,0,4,1,3,7,4,0,3,5,1951,2,2,528,4,4,2,0,30,0,0,0,0,3,2,1,0,10,2006,8,4,137900
9,3,60,15384,1,1,0,3,0,4,0,8,6,2,0,5,7,5,2004,2005,1,1,11,13,2,0,2,3,2,2,4,0,2,724,6,0,64,788,1,0,1,4,788,702,0,1490,1,0,2,1,3,1,2,8,6,1,2,1,2004,0,2,388,4,4,2,100,75,0,0,0,0,3,4,1,0,3,2008,8,4,184000
12,3,65,10482,1,1,3,3,0,4,0,12,2,2,0,7,6,8,1958,1958,3,1,11,13,1,63,3,2,1,4,4,0,2,507,6,0,81,588,1,0,1,4,1138,0,0,1138,0,1,1,0,3,1,3,6,6,0,3,1,1958,1,1,264,4,4,2,224,0,0,0,0,0,3,3,1,0,6,2007,8,4,145000
9,3,86,14598,1,1,0,3,0,1,0,21,1,2,0,5,6,5,2007,2007,1,1,11,13,3,74,2,3,2,2,4,2,6,0,6,0,894,894,1,0,1,4,894,1039,0,1933,0,0,2,1,4,1,2,9,6,1,2,3,2007,0,3,668,4,4,2,100,18,0,0,0,0,3,4,1,0,4,2008,8,4,214000
4,3,72,8872,1,1,3,3,0,0,0,12,2,2,0,2,5,8,1965,2008,1,1,11,13,1,300,3,3,1,4,4,3,0,595,6,0,317,912,1,0,1,4,912,0,0,912,1,0,1,0,2,1,2,5,6,0,3,5,1992,2,2,576,4,4,2,0,240,0,0,0,0,3,4,1,0,2,2008,8,4,147000
0,3,65,8769,1,1,3,3,0,0,0,16,2,2,4,2,9,5,2008,2008,3,1,7,8,1,766,0,3,2,0,4,3,2,1540,6,0,162,1702,1,0,1,4,1702,0,0,1702,1,0,1,1,1,1,0,7,6,1,2,1,2008,0,3,1052,4,4,2,0,72,0,0,224,0,3,4,1,0,10,2008,6,5,367294
12,3,70,7910,1,1,3,3,0,4,0,12,2,2,0,7,5,5,1960,1960,3,1,2,6,2,0,3,3,1,4,4,3,0,666,6,0,409,1075,1,2,1,4,1507,0,0,1507,0,0,2,0,4,1,3,7,0,0,3,2,1960,2,1,404,4,4,2,0,0,0,0,0,0,3,1,1,0,1,2008,8,4,127000
14,3,0,18890,1,1,0,3,0,4,0,19,1,5,2,0,5,5,1977,1977,5,1,8,10,2,1,3,3,1,2,4,3,2,498,5,211,652,1361,1,0,1,4,1361,1259,0,2620,0,0,2,2,4,2,3,12,6,1,5,3,1977,1,2,600,4,4,0,155,24,145,0,0,0,3,4,0,8300,1,2007,8,4,190000
14,3,70,7728,1,1,3,3,0,4,0,12,2,2,2,7,5,6,1962,1962,3,1,12,14,1,120,3,3,1,4,4,0,0,803,6,0,303,1106,1,4,1,4,1190,0,0,1190,1,0,1,0,3,1,3,6,6,0,3,1,1962,2,2,540,4,4,2,0,18,0,0,0,0,3,1,1,0,8,2006,8,4,132500
14,3,70,9842,1,1,3,3,0,2,0,12,2,2,2,2,4,5,1962,1962,1,1,5,6,2,0,3,3,3,3,2,3,4,0,4,0,0,0,1,4,1,4,1224,0,0,1224,0,0,2,0,2,2,3,6,6,0,3,4,1962,2,2,462,4,4,2,0,0,0,0,0,0,3,4,1,0,7,2007,8,4,101800
4,3,0,12160,1,1,0,3,0,4,0,12,2,2,0,2,5,5,1959,1959,3,1,8,10,1,180,3,3,1,4,4,3,5,1000,6,0,188,1188,1,1,1,4,1188,0,0,1188,1,0,1,0,3,1,3,6,6,0,3,1,1959,1,2,531,4,4,2,0,0,0,0,0,0,3,2,1,0,8,2010,0,0,142000
10,3,96,13132,1,1,3,3,0,4,0,6,2,2,0,5,5,5,1914,1950,1,1,12,14,2,0,3,3,0,2,4,2,6,0,6,0,747,747,1,2,1,1,892,892,0,1784,0,0,1,1,4,1,3,9,6,0,3,5,1914,2,1,180,1,1,0,203,40,0,0,0,0,3,4,1,0,5,2006,8,4,138887
1,3,36,2628,1,1,3,3,0,4,0,16,2,2,3,5,7,5,2003,2003,1,1,11,15,3,106,2,3,2,2,4,3,6,0,6,0,764,764,1,0,1,4,764,862,0,1626,0,0,2,1,2,1,2,6,6,0,3,3,2003,1,2,474,4,4,2,0,27,0,0,0,0,3,4,1,0,6,2010,8,4,175500
9,3,41,12393,1,1,1,3,0,2,0,5,2,2,0,5,7,5,2004,2005,1,1,11,13,2,0,2,3,2,2,4,3,6,0,6,0,847,847,1,0,1,4,847,1101,0,1948,0,0,2,1,4,1,2,8,6,1,2,3,2004,0,2,434,4,4,2,100,48,0,0,0,0,3,4,1,0,11,2006,8,4,195000
4,3,63,13072,1,1,3,3,0,4,0,20,5,2,0,2,6,5,2005,2005,1,1,11,13,2,0,2,3,2,2,4,3,6,0,6,0,1141,1141,1,0,1,4,1141,0,0,1141,0,0,1,1,3,1,3,6,6,0,3,5,2005,2,2,484,4,4,2,0,0,0,0,0,0,3,4,1,0,7,2006,8,0,142500
4,3,64,9037,1,1,0,1,0,4,0,23,2,2,0,2,8,5,2006,2006,3,1,11,13,1,32,2,3,2,2,4,0,2,428,6,0,1048,1476,1,0,1,4,1484,0,0,1484,0,0,2,0,2,1,0,6,6,1,2,1,2006,1,2,472,4,4,2,120,33,0,0,0,0,3,4,1,0,2,2007,8,4,265900
9,3,65,8158,1,1,3,3,0,4,0,5,2,2,0,5,7,5,2003,2003,1,1,11,13,1,252,2,3,2,2,4,3,2,550,6,0,334,884,1,0,1,4,884,884,0,1768,1,0,2,1,3,1,2,8,6,0,3,1,2003,1,2,543,4,4,2,0,63,0,0,0,0,3,4,1,0,5,2008,8,4,224900
4,3,83,9849,1,1,3,3,0,4,0,21,2,2,0,2,7,6,2007,2007,3,1,11,13,3,0,2,3,2,2,4,0,6,0,6,0,1689,1689,1,0,1,4,1689,0,0,1689,0,0,2,0,3,1,2,7,6,0,3,1,2007,1,3,954,4,4,2,0,56,0,0,0,0,3,4,1,0,6,2007,6,5,248328
13,3,85,10625,1,1,3,3,0,4,0,14,2,2,0,6,7,6,1974,1974,1,1,8,10,1,81,3,3,1,2,4,1,2,885,3,168,0,1053,1,4,1,4,1173,0,0,1173,1,0,2,0,3,1,2,6,6,2,5,1,1974,1,2,528,4,4,2,0,120,0,0,0,0,3,2,1,0,4,2010,8,3,170000
4,3,107,13891,1,1,3,3,0,4,0,16,2,2,0,2,10,5,2006,2006,1,1,11,13,2,0,0,3,2,0,1,1,2,1386,6,0,690,2076,1,0,1,4,2076,0,0,2076,1,0,2,1,2,1,0,7,6,1,2,1,2006,0,3,850,4,4,2,216,229,0,0,0,0,3,4,1,0,11,2006,6,5,465000
10,3,0,11435,1,1,0,1,0,0,1,6,2,2,0,5,8,7,1929,1950,1,1,2,12,2,0,3,3,2,2,4,3,6,0,6,0,792,792,1,1,1,4,792,725,0,1517,0,0,1,0,3,1,2,7,6,2,2,5,1931,2,2,400,4,4,2,0,0,0,0,0,0,3,4,1,0,6,2006,8,4,230000
12,3,78,12090,1,1,3,3,0,4,0,14,2,2,0,7,6,7,1984,2003,3,1,11,13,1,74,3,3,1,2,4,3,6,0,6,0,585,585,1,0,1,4,1140,728,0,1868,0,0,3,1,3,1,3,7,6,1,5,3,1984,0,2,477,4,4,2,268,112,0,0,147,0,3,4,1,0,4,2007,8,0,178000
